"Processor_Number","Vertical_Segment","nb_of_Cores","Price_USD","Launch_Year","Turbo_Frequency_GHz","Cache_MB","TDP_W","Max_Memory_GB","Predicted_Price_USD"
"U7600","Mobile",2,NA,NA,1.2,2,10,22.4466183574879,77.198985695896
"U7700","Mobile",2,NA,2008,1.33,2,10,22.4466183574879,85.8042265136621
"T2050","Mobile",2,NA,NA,1.6,2,31,22.4466183574879,88.6474883649101
"T2250","Mobile",2,NA,NA,1.73,2,31,22.4466183574879,96.0559340212915
"T2300","Mobile",2,NA,NA,1.66,2,31,22.4466183574879,92.0647947501125
"T2300E","Mobile",2,NA,NA,1.66,2,31,22.4466183574879,92.0647947501125
"T2350","Mobile",2,NA,NA,1.86,2,31,22.4466183574879,103.479697334366
"T2400","Mobile",2,NA,NA,1.83,2,31,22.4466183574879,101.76521865251
"T2450","Mobile",2,NA,NA,2,2,31,22.4466183574879,111.490455407997
"T2500","Mobile",2,NA,2006,2,2,31,22.4466183574879,111.490455407997
"T2600","Mobile",2,NA,NA,2.16,2,31,22.4466183574879,120.664437596062
"T5200","Mobile",2,NA,NA,1.6,2,34,22.4466183574879,87.5162844478881
"T2700","Mobile",2,NA,NA,2.33,2,31,22.4466183574879,130.432250514686
"T5250","Mobile",2,NA,NA,1.5,2,35,22.4466183574879,81.5718223783837
"T5270","Mobile",2,NA,NA,1.4,2,35,22.4466183574879,75.9895937825879
"T5300","Mobile",2,NA,NA,1.73,2,34,22.4466183574879,94.830193159116
"T5450","Mobile",2,NA,NA,1.66,2,35,22.4466183574879,90.5244172768367
"T5470","Mobile",2,NA,NA,1.6,2,35,22.4466183574879,87.1642873811853
"T5500","Mobile",2,NA,NA,1.66,2,34,22.4466183574879,90.8899836148838
"T5550","Mobile",2,NA,NA,1.83,2,35,22.4466183574879,100.062539025615
"T5600","Mobile",2,NA,NA,1.83,2,34,22.4466183574879,100.466623327593
"T5670","Mobile",2,NA,2008,1.8,2,35,22.4466183574879,98.3775048296062
"T5750","Mobile",2,NA,2008,2,2,35,22.4466183574879,109.625058472481
"T5800","Mobile",2,NA,2008,2,2,35,22.4466183574879,109.625058472481
"T5870","Mobile",2,NA,NA,2,2,35,22.4466183574879,109.625058472481
"T6400","Mobile",2,NA,2009,2,2,35,22.4466183574879,109.625058472481
"T6500","Mobile",2,NA,2009,2.1,2,35,22.4466183574879,115.260636991308
"T6600","Mobile",2,NA,2009,2.2,2,35,22.4466183574879,120.90359252858
"T6670","Mobile",2,NA,2009,2.2,2,35,22.4466183574879,120.90359252858
"T7100","Mobile",2,NA,2007,1.8,2,35,22.4466183574879,98.3775048296062
"T7200","Mobile",2,NA,NA,2,4,34,22.4466183574879,129.592372189291
"T7250","Mobile",2,NA,2007,2,2,35,22.4466183574879,109.625058472481
"T7300","Mobile",2,NA,2007,2,4,35,22.4466183574879,129.071141938652
"T7500","Mobile",2,NA,2006,2.2,4,35,22.4466183574879,142.350343704187
"T7600","Mobile",2,NA,2007,2.33,4,34,22.4466183574879,151.609612610601
"T7700","Mobile",2,NA,2007,2.4,4,35,22.4466183574879,155.662783044521
"T8100","Mobile",2,NA,2008,2.1,3,35,22.4466183574879,126.813694424193
"T8300","Mobile",2,NA,2008,2.4,3,35,22.4466183574879,145.462355494168
"T7800","Mobile",2,NA,2007,2.6,4,35,22.4466183574879,169.005756573926
"T9300","Mobile",2,NA,2008,2.5,6,35,22.4466183574879,178.601682606328
"T9400","Mobile",2,NA,2008,2.53,6,35,22.4466183574879,180.804119085451
"T9500","Mobile",2,NA,2008,2.6,6,35,22.4466183574879,185.945912928728
"T9550","Mobile",2,NA,2008,2.66,6,35,22.4466183574879,190.356195689614
"T9600","Mobile",2,NA,2008,2.8,6,35,22.4466183574879,200.657382360106
"T9800","Mobile",2,NA,2008,2.93,6,35,22.4466183574879,210.235462924938
"T9900","Mobile",2,NA,2009,3.06,6,35,22.4466183574879,219.82522435723
"SU9400","Mobile",2,NA,2008,1.4,3,10,22.4466183574879,99.5134873450339
"SU9600","Mobile",2,NA,2009,1.6,3,10,22.4466183574879,114.147500696786
"SP9400","Mobile",2,NA,2008,2.4,6,25,22.4466183574879,179.46772340378
"SP9600","Mobile",2,NA,2009,2.53,6,25,22.4466183574879,189.463145721494
"i3-4370","Desktop",2,NA,2014,3.8,4,54,32,252.582277925085
"i3-4360","Desktop",2,NA,2014,3.7,4,54,32,245.755334619719
"i3-4350","Desktop",2,NA,2014,3.6,4,54,32,238.933456917112
"i3-4340","Desktop",2,NA,2013,3.6,4,54,32,238.933456917112
"SL9600","Mobile",2,NA,2009,2.13,6,17,22.4466183574879,167.501204076643
"SL9300","Mobile",2,NA,2008,1.6,6,17,22.4466183574879,124.837776605559
"P7350","Mobile",2,NA,2008,2,3,25,22.4466183574879,126.389617911659
"P7370","Mobile",2,NA,2008,2,3,25,22.4466183574879,126.389617911659
"P7450","Mobile",2,NA,2009,2.13,3,25,22.4466183574879,134.837923241473
"P7550","Mobile",2,NA,2009,2.26,3,25,22.4466183574879,143.30040867391
"P7570","Mobile",2,NA,2009,2.26,3,25,22.4466183574879,143.30040867391
"P8400","Mobile",2,NA,2008,2.26,3,25,22.4466183574879,143.30040867391
"P8700","Mobile",2,NA,2008,2.53,3,25,22.4466183574879,160.918297584838
"P9600","Mobile",2,NA,2008,2.66,6,25,22.4466183574879,199.47268804139
"P9700","Mobile",2,NA,2009,2.8,6,28,22.4466183574879,206.980152426225
"L2500","Mobile",2,NA,NA,1.83,2,15,22.4466183574879,112.572404367415
"L2300","Mobile",2,NA,NA,1.5,2,15,22.4466183574879,91.7699696928109
"L2400","Mobile",2,NA,2006,1.66,2,15,22.4466183574879,101.841822184864
"L7200","Mobile",2,NA,2007,1.33,4,17,22.4466183574879,93.8400647928237
"L7300","Mobile",2,NA,2007,1.4,4,17,22.4466183574879,98.9182500396969
"L7400","Mobile",2,NA,2006,1.5,4,17,22.4466183574879,106.184827692389
"L7500","Mobile",2,NA,2006,1.6,4,17,22.4466183574879,113.464730425756
"L7700","Mobile",2,NA,2007,1.8,4,17,22.4466183574879,128.06135862311
"E4300","Desktop",2,NA,2006,1.8,2,65,39.4661935483871,101.252527551776
"i3-4330","Desktop",2,NA,2013,3.5,4,54,32,232.116781646919
"E4400","Desktop",2,NA,2007,2,2,65,39.4661935483871,112.82878410644
"E4500","Desktop",2,NA,2007,2.2,2,65,39.4661935483871,124.436926458055
"E4600","Desktop",2,NA,2007,2.4,2,65,39.4661935483871,136.074123756384
"E4700","Desktop",2,NA,2008,2.6,2,65,39.4661935483871,147.738012810706
"E6300","Desktop",2,NA,2006,1.86,2,65,39.4661935483871,104.721865088924
"E6400","Desktop",2,NA,2006,2.13,2,65,39.4661935483871,120.370637890579
"E6320","Desktop",2,NA,2007,1.86,4,65,39.4661935483871,123.298184751856
"E6420","Desktop",2,NA,2007,2.13,4,65,39.4661935483871,141.722849728934
"E6540","Desktop",2,NA,2007,2.33,4,65,39.4661935483871,155.412705446898
"E6550","Desktop",2,NA,2007,2.33,4,65,39.4661935483871,155.412705446898
"E6600","Desktop",2,NA,2006,2.4,4,65,39.4661935483871,160.211933168061
"E6700","Desktop",2,NA,2006,2.66,4,65,39.4661935483871,178.070487323447
"E6750","Desktop",2,NA,2007,2.66,4,65,39.4661935483871,178.070487323447
"E6850","Desktop",2,NA,2007,3,4,65,39.4661935483871,201.495854199217
"E7200","Desktop",2,NA,2008,2.53,3,65,39.4661935483871,158.051665240117
"E7400","Desktop",2,NA,2008,2.8,3,65,39.4661935483871,175.406586891689
"E8190","Desktop",2,NA,2008,2.66,6,65,39.4661935483871,195.919239688964
"E8200","Desktop",2,NA,2008,2.66,6,65,39.4661935483871,195.919239688964
"E8300","Desktop",2,NA,2008,2.83,6,65,39.4661935483871,208.795299307149
"E8400","Desktop",2,NA,2008,3,6,65,39.4661935483871,221.692629410752
"Q6600","Desktop",4,NA,2007,2.4,8,105,39.4661935483871,316.85485892018
"Q6700","Desktop",4,NA,2007,2.66,8,105,39.4661935483871,352.174135989806
"Q9100","Mobile",4,NA,2008,2.26,12,45,22.4466183574879,328.698894765977
"Q9400","Desktop",4,NA,2008,2.66,6,95,39.4661935483871,333.707825049238
"Q9450","Desktop",4,NA,2008,2.66,12,95,39.4661935483871,392.903325691556
"Q9500","Desktop",4,NA,NA,2.83,6,95,39.4661935483871,355.639524341305
"Q9505S","Desktop",4,NA,2009,2.83,6,65,39.4661935483871,374.907270949079
"i3-330UM","Mobile",2,NA,2010,1.2,3,18,8,63.4449581208147
"i3-350M","Mobile",2,NA,2010,2.26,3,35,8,110.846592468998
"i3-370M","Mobile",2,NA,2010,2.4,3,35,8,117.907642880492
"i3-380M","Mobile",2,NA,2010,2.53,3,35,8,124.474487674222
"i3-380UM","Mobile",2,NA,2010,1.33,3,18,8,70.5170606669977
"i3-540","Desktop",2,NA,2010,3.06,4,73,16.38,169.180729734431
"i5-430M","Mobile",2,NA,2010,2.53,3,35,8,124.474487674222
"i5-430UM","Mobile",2,NA,2010,1.73,3,18,8,92.38991172897
"i5-450M","Mobile",2,NA,2010,2.66,3,35,8,131.050609100782
"i5-460M","Mobile",2,NA,2010,2.8,3,35,8,138.142454904582
"i5-470UM","Mobile",2,NA,2010,1.86,3,18,8,99.5303434386832
"i5-520M","Mobile",2,NA,2010,2.93,3,35,8.3,145.825203227955
"i5-520UM","Mobile",2,NA,2010,1.87,3,18,8,100.080187940112
"i5-540UM","Mobile",2,NA,2010,2,3,18,8,107.235366963214
"i5-560M","Mobile",2,NA,2010,3.2,3,35,8,158.457073389495
"i5-560UM","Mobile",2,NA,2010,2.13,3,18,8,114.403338013599
"i5-580M","Mobile",2,NA,2010,3.33,3,35,8,165.074808594124
"i5-660","Desktop",2,NA,2010,3.6,4,73,16.38,199.926421043842
"i5-750","Desktop",4,NA,2009,3.2,8,95,16,359.298167959383
"i7-620LM","Mobile",2,NA,2010,2.8,4,25,8,154.909398571376
"i7-620UM","Mobile",2,NA,2010,2.13,4,18,8,122.425777612916
"i7-640LM","Mobile",2,NA,2010,2.93,4,25,8,162.303767431942
"i7-640M","Mobile",2,NA,2010,3.46,4,35,8,183.739939654019
"i7-640UM","Mobile",2,NA,2010,2.27,4,18,8,130.700821531113
"i7-660LM","Mobile",2,NA,2010,3.06,4,25,8,169.707154032757
"i7-660UM","Mobile",2,NA,2010,2.4,4,18,8,138.397375853528
"i7-680UM","Mobile",2,NA,2010,2.53,4,18,8,146.10539261043
"i7-870S","Desktop",4,NA,2010,3.6,8,82,16,413.902167957575
"i7-880","Desktop",4,NA,2010,3.73,8,95,16,420.573229818099
"i5-480M","Mobile",2,NA,2011,2.93,3,35,8,144.736478742316
"i3-390M","Mobile",2,NA,2011,2.66,3,35,8,131.050609100782
"i7-820QM","Mobile",4,NA,2009,3.06,8,45,8,330.621925542713
"i7-860","Desktop",4,NA,2009,3.46,8,95,16,389.325425368044
"i3-2102","Desktop",2,NA,2011,3.1,3,65,32,186.605257327388
"i3-2120","Desktop",2,NA,2011,3.3,3,65,32,198.985645263906
"i3-2125","Desktop",2,NA,2011,3.3,3,65,32,198.985645263906
"i3-2310M","Mobile",2,NA,2011,2.1,3,35,16,118.368484079097
"i3-2312M","Mobile",2,NA,2011,2.1,3,35,16,118.368484079097
"i3-2328M","Mobile",2,NA,2012,2.2,3,35,16,124.163594275503
"i3-2330M","Mobile",2,NA,2011,2.2,3,35,16,124.163594275503
"i3-2348M","Mobile",2,NA,2013,2.3,3,35,16,129.965945051835
"i3-2350M","Mobile",2,NA,2011,2.3,3,35,16,129.965945051835
"i3-2357M","Mobile",2,NA,2011,1.3,3,17,16,79.9546405562614
"i3-2365M","Mobile",2,NA,2012,1.4,3,17,16,86.2804061077264
"i3-2370M","Mobile",2,NA,2012,2.4,3,35,16,135.775229864563
"i3-2375M","Mobile",2,NA,2013,1.5,3,17,16,92.6186022508644
"i3-2377M","Mobile",2,NA,2012,1.5,3,17,16,92.6186022508644
"i5-2310","Desktop",4,NA,2011,3.2,6,95,32,386.633443277171
"i5-2390T","Desktop",2,NA,2011,3.5,3,35,32,230.385744198108
"i5-2400S","Desktop",4,NA,2011,3.3,6,65,32,420.672583203368
"i5-2405S","Desktop",4,NA,2011,3.3,6,65,32,420.672583203368
"i5-2410M","Mobile",2,NA,2011,2.9,3,35,16,164.916545617105
"i5-2430M","Mobile",2,NA,2011,3,3,35,16,170.762223385425
"i5-2450M","Mobile",2,NA,2012,3.1,3,35,16,176.613255511167
"i5-2435M","Mobile",2,NA,2011,3,3,35,16,170.762223385425
"i5-2467M","Mobile",2,NA,2011,2.3,3,17,8.01,124.814317417669
"i5-2500","Desktop",4,NA,2011,3.7,6,95,32,448.830771173005
"i5-2500K","Desktop",4,NA,2011,3.7,6,95,32,448.830771173005
"i5-2500S","Desktop",4,NA,2011,3.7,6,65,32,473.147409164102
"i5-2500T","Desktop",4,NA,2011,3.3,6,45,32,442.738899964942
"i5-2520M","Mobile",2,NA,2011,3.2,3,35,16,182.469473882462
"i5-2537M","Mobile",2,NA,2011,2.3,3,17,8.01,124.814317417669
"i5-2557M","Mobile",2,NA,2011,2.7,3,17,8.01,147.167734011777
"i7-2600K","Desktop",4,NA,2011,3.8,8,95,32,493.647248345646
"i7-2600S","Desktop",4,NA,2011,3.8,8,65,32,520.391941901193
"i7-2617M","Mobile",2,NA,2011,2.6,4,17,8.01,151.497778739464
"i7-2620M","Mobile",2,NA,2011,3.4,4,35,16,207.814741420362
"i7-2630QM","Mobile",4,NA,2011,2.9,6,45,16,336.675995718628
"i7-2629M","Mobile",2,NA,2011,3,4,25,8.01,166.331402192676
"i7-2635QM","Mobile",4,NA,2011,2.9,6,45,16,336.675995718628
"i7-2637M","Mobile",2,NA,2011,2.8,4,17,8.01,163.483817613583
"i7-2640M","Mobile",2,NA,2011,3.5,4,35,16,214.097298755911
"i7-2649M","Mobile",2,NA,2011,3.2,4,25,8.01,177.734880973799
"i7-2657M","Mobile",2,NA,2011,2.7,4,17,8.01,157.487749822308
"i7-2675QM","Mobile",4,NA,2011,3.1,6,45,16,360.554748668974
"i7-2670QM","Mobile",4,NA,2011,3.1,6,45,32,415.192795677451
"i7-2677M","Mobile",2,NA,2011,2.9,4,17,8.01,169.485770157298
"i7-2700K","Desktop",4,NA,2011,3.9,8,95,32,506.999485046614
"i7-2720QM","Mobile",4,NA,2011,3.3,6,45,32,442.738899964942
"i3-3130M","Mobile",2,NA,2013,2.6,3,35,32,169.752368598335
"i3-3220","Desktop",2,NA,2012,3.3,3,55,32,203.661335558783
"i3-3229Y","Mobile",2,NA,2013,1.4,3,13,32,103.13088215957
"i3-3245","Desktop",2,NA,2013,3.4,3,55,32,210.004980775544
"i5-3230M","Mobile",2,NA,2013,3.2,3,35,32,210.120685601089
"i5-3320M","Mobile",2,NA,2012,3.3,3,35,32,216.870139009128
"i5-3330","Desktop",4,NA,2012,3.2,6,77,32,398.092207022002
"i5-3339Y","Mobile",2,NA,2013,2,3,13,32,148.77996346984
"i5-3340","Desktop",4,NA,2013,3.3,6,77,32,410.879642945847
"i5-3340S","Desktop",4,NA,2013,3.3,6,65,32,420.672583203368
"i5-3340M","Mobile",2,NA,2013,3.4,3,35,32,223.625212161373
"i5-3360M","Mobile",2,NA,2012,3.5,3,35,32,230.385744198108
"i5-3380M","Mobile",2,NA,2013,3.6,3,35,32,237.151583332777
"i5-3437U","Mobile",2,NA,2013,2.9,3,17,32,209.964468089712
"i5-3439Y","Mobile",2,NA,2013,2.3,3,13,32,171.754889165059
"i5-3450S","Desktop",4,NA,2012,3.5,6,65,32,446.889399286867
"i5-3470","Desktop",4,NA,2012,3.6,6,77,32,449.304631467556
"i5-3470S","Desktop",4,NA,2012,3.6,6,65,32,460.013396160406
"i5-3550","Desktop",4,NA,2012,3.7,6,77,32,462.132894560698
"i5-3570K","Desktop",4,NA,2012,3.8,6,77,32,474.970683313452
"i7-3517U","Mobile",2,NA,2012,3,4,17,32,232.652408270013
"i7-3632QM","Mobile",4,NA,2012,3.2,6,35,32,444.213005812768
"i7-3635QM","Mobile",4,NA,2012,3.4,6,45,32,456.529335431404
"i7-3689Y","Mobile",2,NA,2013,2.6,4,13,32,208.473552830293
"i7-3770","Desktop",4,NA,2012,3.9,8,77,32,522.025570914036
"i7-3740QM","Mobile",4,NA,2012,3.7,6,45,32,497.966284989165
"i7-3770K","Desktop",4,NA,2012,3.9,8,77,32,522.025570914036
"i7-3770S","Desktop",4,NA,2012,3.9,8,65,32,534.467572645266
"QX6700","Desktop",4,NA,2006,2.66,8,130,39.4661935483871,341.870563471455
"QX6800","Desktop",4,NA,2007,2.93,8,130,39.4661935483871,377.572770413127
"QX6850","Desktop",4,NA,2007,3,8,130,39.4661935483871,386.844009064371
"QX9300","Mobile",4,NA,2008,2.53,12,45,22.4466183574879,369.110367885428
"QX9650","Desktop",4,NA,2007,3,12,130,39.4661935483871,425.619007805921
"QX9770","Desktop",4,NA,2008,3.2,12,136,39.4661935483871,451.954829228105
"QX9775","Desktop",4,NA,2008,3.2,12,150,39.4661935483871,445.839874004407
"X6800","Desktop",2,NA,2006,2.93,4,75,39.4661935483871,192.792608465893
"X7800","Mobile",2,NA,2007,2.6,4,44,22.4466183574879,163.713271498923
"X7900","Mobile",2,NA,2007,2.8,4,44,22.4466183574879,176.665762635904
"X9000","Mobile",2,NA,2008,2.8,6,44,22.4466183574879,194.373713549892
"X9100","Mobile",2,NA,2008,3.06,6,44,22.4466183574879,212.941306657592
"i7-920XM","Mobile",4,NA,2009,3.2,8,55,8,336.648819280278
"i7-940XM","Mobile",4,NA,2010,3.33,8,55,8,350.708480331015
"i7-2920XM","Mobile",4,NA,2011,3.5,8,55,32,489.464352106627
"G2100T","Desktop",2,NA,2012,2.6,3,35,32,169.752368598335
"G2120","Desktop",2,NA,2012,3.1,3,55,32,190.99003789536
"G2120T","Desktop",2,NA,2013,2.7,3,35,32,176.464095909511
"G2130","Desktop",2,NA,2013,3.2,3,55,32,197.322967807217
"G4520","Desktop",2,NA,2015,3.6,3,51,64,259.162789044496
"G4500","Desktop",2,NA,2015,3.5,3,51,64,251.768979078207
"G4620","Desktop",2,NA,2017,3.7,3,51,64,266.562241907816
"G4600","Desktop",2,NA,2017,3.6,3,51,64,259.162789044496
"G3220","Desktop",2,NA,2013,3,3,53,32,185.616165661732
"G3240","Desktop",2,NA,2014,3.1,3,53,32,191.976156336558
"G3250","Desktop",2,NA,2014,3.2,3,53,32,198.341784388286
"G3420","Desktop",2,NA,2013,3.2,3,53,32,198.341784388286
"G3430","Desktop",2,NA,2013,3.3,3,53,32,204.712878356337
"G3440","Desktop",2,NA,2014,3.3,3,53,32,204.712878356337
"G3450","Desktop",2,NA,2014,3.4,3,53,32,211.089277038157
"G3460","Desktop",2,NA,2014,3.5,3,53,32,217.470828591466
"2961Y","Mobile",2,NA,2013,1.1,2,11.5,16,64.6273476958299
"2981U","Mobile",2,NA,2013,1.6,2,15,16,91.531154051771
"1019Y","Mobile",2,NA,2013,1,2,10,32,68.8025407254544
"1037U","Mobile",2,NA,2013,1.8,2,17,32,116.908829077228
"360","Desktop",1,NA,2006,3.46,512,65,39.4661935483871,407.525090534359
"356","Desktop",1,NA,2006,3.33,512,86,39.4661935483871,376.843980854763
"355","Desktop",1,NA,2005,3.33,256,84,39.4661935483871,321.116821188221
"352","Desktop",1,NA,2006,3.2,512,86,39.4661935483871,361.736565616821
"351","Desktop",1,NA,2005,3.2,256,84,39.4661935483871,308.2434693396
"350J","Desktop",1,NA,2005,3.2,256,73,39.4661935483871,314.317641599447
"350","Desktop",1,NA,2005,3.2,256,73,39.4661935483871,314.317641599447
"347","Desktop",1,NA,2006,3.06,512,86,39.4661935483871,345.485904019974
"346","Desktop",1,NA,NA,3.06,256,84,39.4661935483871,294.39593280114
"345J","Desktop",1,NA,2004,3.06,256,84,39.4661935483871,294.39593280114
"345","Desktop",1,NA,2004,3.06,256,73,39.4661935483871,300.197228809986
"341","Desktop",1,NA,2004,2.93,256,84,39.4661935483871,281.553062878205
"340J","Desktop",1,NA,2004,2.93,256,84,39.4661935483871,281.553062878205
"","Desktop",1,NA,NA,0.3,512,18.48,39.4661935483871,39.3530044768097
"340","Desktop",1,NA,2004,2.93,256,73,39.4661935483871,287.101280356661
"336","Desktop",1,NA,NA,2.8,256,84,39.4661935483871,268.725836291387
"","Mobile",1,NA,2001,0.65,256,8.3,22.4466183574879,73.7079779446839
"335J","Desktop",1,NA,2004,2.8,256,84,39.4661935483871,268.725836291387
"","Desktop",1,NA,NA,0.766,128,20,39.4661935483871,73.5620219214867
"","Desktop",1,NA,NA,2.8,128,68.4,39.4661935483871,234.85237483982
"335","Desktop",1,NA,2004,2.8,256,73,39.4661935483871,274.021283503302
"","Mobile",1,NA,NA,0.933,128,20.6,22.4466183574879,79.9808067469846
"","Desktop",1,NA,2000,0.733,128,23.6,39.4661935483871,68.7083948640087
"","Desktop",1,NA,NA,2.7,128,66.8,39.4661935483871,226.984477510299
"383","Mobile",1,NA,NA,1,1,5.5,22.4466183574879,32.9026821148129
"335","Desktop",1,NA,2004,2.8,256,73,39.4661935483871,274.021283503302
"","Mobile",1,NA,NA,0.4,128,6.5,22.4466183574879,39.3289039257215
"","Desktop",1,NA,NA,0.95,128,28,39.4661935483871,87.5789082605305
"","Desktop",1,NA,NA,0.7,128,18.3,39.4661935483871,67.8909757291071
"","Desktop",1,NA,NA,2.6,128,62.6,39.4661935483871,220.33152223457
"373","Mobile",1,NA,2004,1,512,5.5,22.4466183574879,143.055688309449
"331","Desktop",1,NA,NA,2.66,256,84,39.4661935483871,254.930206296305
"807","Mobile",1,NA,2012,1.5,1.5,17,16,43.8102530761309
"B800","Mobile",2,NA,2011,1.5,2,35,16,76.139513183811
"","Mobile",1,NA,NA,0.9,128,24,22.4466183574879,75.4559100221228
"","Mobile",1,NA,NA,0.866,128,23.3,22.4466183574879,72.8277120589968
"","Desktop",1,NA,NA,0.9,256,34.8,39.4661935483871,94.6379652993289
"","Desktop",1,NA,NA,0.667,128,17.5,39.4661935483871,65.0074236981682
"","Desktop",1,NA,2002,2.5,128,61,39.4661935483871,212.392357348358
"353","Mobile",1,NA,NA,0.9,512,5,22.4466183574879,130.090622026811
"330J","Desktop",1,NA,2004,2.66,256,84,39.4661935483871,254.930206296305
"G530T","Desktop",2,NA,2011,2,2,35,32,117.830672998853
"","Mobile",1,NA,NA,0.85,128,18.8,22.4466183574879,73.6093152087252
"","Mobile",1,NA,NA,2.5,256,61,22.4466183574879,222.930823087251
"","Desktop",1,NA,NA,0.9,128,26.7,39.4661935483871,83.3957987644015
"","Desktop",1,NA,NA,0.633,128,16.5,39.4661935483871,62.1111670303379
"","Desktop",1,NA,NA,2.4,128,59.8,39.4661935483871,204.231593124442
"333","Mobile",1,NA,NA,0.9,512,7,22.4466183574879,124.145095486862
"330","Desktop",1,NA,2004,2.66,256,73,39.4661935483871,259.953800115178
"G540","Desktop",2,NA,2011,2.5,2,65,32,135.972662684937
"","Mobile",1,NA,NA,0.8,128,22,22.4466183574879,67.6690139601916
"","Mobile",1,NA,NA,0.8,128,17.6,22.4466183574879,69.8012834577747
"","Mobile",1,NA,2002,2.4,256,35,22.4466183574879,230.939133000949
"","Desktop",1,NA,2000,0.85,128,25.7,39.4661935483871,79.0576309022086
"","Desktop",1,NA,NA,0.6,128,15.8,39.4661935483871,59.1420296112327
"","Desktop",1,NA,NA,2.3,128,58.3,39.4661935483871,196.185015107079
"390","Mobile",1,NA,NA,1.7,1,21,22.4466183574879,47.1098888602597
"330","Desktop",1,NA,2004,2.66,256,73,39.4661935483871,259.953800115178
"B815","Mobile",2,NA,2012,1.6,2,35,16,81.359545670466
"G540T","Desktop",2,NA,2012,2.1,2,35,32,123.888083766647
"573","Mobile",1,NA,2006,1,512,10,22.4466183574879,131.645896071202
"","Mobile",1,NA,2003,0.6,512,7,22.4466183574879,81.8469828243151
"","Mobile",1,NA,NA,0.75,128,15.8,22.4466183574879,66.3100565672866
"","Mobile",1,NA,2002,2.2,256,35,22.4466183574879,211.188983740768
"","Desktop",1,NA,NA,0.8,128,20.8,39.4661935483871,76.5005660444319
"","Desktop",1,NA,2000,0.566,128,19.2,39.4661935483871,54.2122548672582
"","Desktop",1,NA,NA,2.2,128,57.1,39.4661935483871,187.969045109475
"380","Mobile",1,NA,NA,1.6,1,21,22.4466183574879,44.2649648053355
"326","Desktop",1,NA,2004,2.53,256,84,39.4661935483871,242.137804922473
"B820","Mobile",2,NA,2012,1.7,2,35,16,86.5885508124223
"530","Mobile",1,NA,2007,1.73,1,27,22.4466183574879,46.3173123263722
"443","Mobile",1,NA,NA,1.2,1,5.5,22.4466183574879,39.6813957844684
"","Mobile",1,NA,NA,0.733,128,20.6,22.4466183574879,62.4210136563182
"","Mobile",1,NA,NA,0.7,128,15,22.4466183574879,62.220102314997
"","Mobile",1,NA,NA,2,256,32,22.4466183574879,193.888805918947
"","Desktop",1,NA,NA,0.533,128,28.3,39.4661935483871,48.2910931351352
"","Desktop",1,NA,NA,2.1,128,55.5,39.4661935483871,179.905412785018
"","Desktop",1,NA,NA,1.4,256,34.8,39.4661935483871,149.011669233893
"","Mobile",1,NA,NA,0.8,512,7,22.4466183574879,109.994848911079
"370","Mobile",1,NA,2004,1.5,1,21,22.4466183574879,41.4249224673365
"325J","Desktop",1,NA,2004,2.53,256,84,39.4661935483871,242.137804922473
"B830","Mobile",2,NA,2012,1.8,2,35,16,91.8260142726586
"857","Mobile",2,NA,2011,1.2,2,17,16,66.9332370380331
"G550T","Desktop",2,NA,2012,2.2,2,35,32,129.953423734755
"","Mobile",1,NA,NA,0.466,128,20.7,22.4466183574879,39.1668182809604
"450","Desktop",1,NA,2008,2.2,512,35,39.4661935483871,278.919356682046
"523","Mobile",1,NA,2007,0.93,1,5.5,22.4466183574879,30.5385745736714
"540","Mobile",1,NA,2007,1.86,1,30,22.4466183574879,49.1713985766289
"","Mobile",1,NA,NA,0.65,128,14,22.4466183574879,58.2140818583216
"","Mobile",1,NA,NA,1.8,256,66.1,22.4466183574879,157.302842595461
"","Mobile",1,NA,NA,1.33,256,19,22.4466183574879,137.083492160463
"","Desktop",1,NA,NA,0.5,128,27,39.4661935483871,45.5184002522871
"","Desktop",1,NA,2002,2,128,52.8,39.4661935483871,172.299631203874
"","Desktop",1,NA,NA,1.3,256,33.4,39.4661935483871,138.877245774607
"423","Mobile",1,NA,2006,1.06,1,5.5,22.4466183574879,34.9326948356778
"360","Mobile",1,NA,NA,1.4,1,21,22.4466183574879,38.5900785220445
"326","Desktop",1,NA,2004,2.53,256,84,39.4661935483871,242.137804922473
"867","Mobile",2,NA,2012,1.3,2,17,16,72.6705648216462
"B710","Mobile",1,NA,2011,1.6,1.5,35,16,42.3419830152753
"G440","Desktop",1,NA,2011,1.6,1,35,32,44.3164173255533
"","Mobile",1,NA,NA,0.433,128,19.4,22.4466183574879,36.6488753667313
"T1700","Mobile",2,NA,2008,1.83,1,35,22.4466183574879,84.9869422926597
"550","Mobile",1,NA,2006,2,1,31,22.4466183574879,52.7369766795618
"","Mobile",1,NA,NA,0.6,128,13,22.4466183574879,54.1733927728393
"","Mobile",1,NA,NA,1.7,256,30,22.4466183574879,165.550431965915
"","Desktop",1,NA,2099,0.433,128,24.1,39.4661935483871,39.8886943328976
"","Desktop",1,NA,NA,1.2,256,32.1,39.4661935483871,128.620884984397
"450","Mobile",1,NA,NA,2,1,27,22.4466183574879,53.7597005032199
"350","Mobile",1,NA,NA,1.3,1,21,22.4466183574879,35.7607943269946
"325","Desktop",1,NA,2004,2.53,256,73,39.4661935483871,246.909314732142
"877","Mobile",2,NA,2012,1.4,2,17,16,78.4200366766388
